agent_name,model,priming,round,balance
Agent-6,claude,neutral,49,870
Agent-7,claude,neutral,49,1020
Agent-8,openai,neutral,49,710
Agent-9,claude,neutral,49,660
Agent-1,openai,neutral,50,1230
Agent-10,claude,neutral,50,1380
Agent-11,openai,neutral,50,1130
Agent-12,claude,neutral,50,1000
Agent-13,openai,neutral,50,300
Agent-14,claude,neutral,50,1820
Agent-15,openai,neutral,50,1380
Agent-16,claude,neutral,50,370
Agent-2,openai,neutral,50,200
Agent-3,openai,neutral,50,1070
Agent-4,openai,neutral,50,720
Agent-5,claude,neutral,50,2190
Agent-6,claude,neutral,50,880
Agent-7,claude,neutral,50,1020
Agent-8,openai,neutral,50,660
Agent-9,claude,neutral,50,650
Agent-1,openai,neutral,51,1280
Agent-10,claude,neutral,51,1380
Agent-11,openai,neutral,51,1080
Agent-12,claude,neutral,51,1000
Agent-13,openai,neutral,51,300
Agent-14,claude,neutral,51,1820
Agent-15,openai,neutral,51,1440
Agent-16,claude,neutral,51,370
Agent-2,openai,neutral,51,150
Agent-3,openai,neutral,51,1070
Agent-4,openai,neutral,51,670
Agent-5,claude,neutral,51,2190
Agent-6,claude,neutral,51,930
Agent-7,claude,neutral,51,1020
Agent-8,openai,neutral,51,660
Agent-9,claude,neutral,51,640
Agent-1,openai,neutral,52,1380
Agent-10,claude,neutral,52,1320
Agent-11,openai,neutral,52,1030
Agent-12,claude,neutral,52,1000
Agent-13,openai,neutral,52,250
Agent-14,claude,neutral,52,1810
Agent-15,openai,neutral,52,1440
Agent-16,claude,neutral,52,320
Agent-2,openai,neutral,52,160
Agent-3,openai,neutral,52,1070
Agent-4,openai,neutral,52,680
Agent-5,claude,neutral,52,2290
Agent-6,claude,neutral,52,920
Agent-7,claude,neutral,52,1030
Agent-8,openai,neutral,52,660
Agent-9,claude,neutral,52,640
Agent-1,openai,neutral,53,1380
Agent-10,claude,neutral,53,1260
Agent-11,openai,neutral,53,1040
Agent-12,claude,neutral,53,1010
Agent-13,openai,neutral,53,200
Agent-14,claude,neutral,53,1810
Agent-15,openai,neutral,53,1500
Agent-16,claude,neutral,53,320
Agent-2,openai,neutral,53,210
Agent-3,openai,neutral,53,1070
Agent-4,openai,neutral,53,630
Agent-5,claude,neutral,53,2330
Agent-6,claude,neutral,53,910
Agent-7,claude,neutral,53,1030
Agent-8,openai,neutral,53,610
Agent-9,claude,neutral,53,690
Agent-1,openai,neutral,54,1380
Agent-10,claude,neutral,54,1210
Agent-11,openai,neutral,54,1040
Agent-12,claude,neutral,54,1010
Agent-13,openai,neutral,54,150
Agent-14,claude,neutral,54,1820
Agent-15,openai,neutral,54,1560
Agent-16,claude,neutral,54,320
Agent-2,openai,neutral,54,210
Agent-3,openai,neutral,54,1070
Agent-4,openai,neutral,54,630
Agent-5,claude,neutral,54,2330
Agent-6,claude,neutral,54,900
Agent-7,claude,neutral,54,1020
Agent-8,openai,neutral,54,610
Agent-9,claude,neutral,54,740
Agent-1,openai,neutral,55,1320
Agent-10,claude,neutral,55,1210
Agent-11,openai,neutral,55,1040
Agent-12,claude,neutral,55,1020
Agent-13,openai,neutral,55,100
Agent-14,claude,neutral,55,1820
Agent-15,openai,neutral,55,1630
Agent-16,claude,neutral,55,310
Agent-2,openai,neutral,55,260
Agent-3,openai,neutral,55,1110
Agent-4,openai,neutral,55,640
Agent-5,claude,neutral,55,2320
Agent-6,claude,neutral,55,840
Agent-7,claude,neutral,55,1020
Agent-8,openai,neutral,55,610
Agent-9,claude,neutral,55,750
Agent-1,openai,neutral,56,1330
Agent-10,claude,neutral,56,1210
Agent-11,openai,neutral,56,980
Agent-12,claude,neutral,56,1020
Agent-13,openai,neutral,56,100
Agent-14,claude,neutral,56,1810
Agent-15,openai,neutral,56,1740
Agent-16,claude,neutral,56,250
Agent-2,openai,neutral,56,260
Agent-3,openai,neutral,56,1050
Agent-4,openai,neutral,56,700
Agent-5,claude,neutral,56,2320
Agent-6,claude,neutral,56,790
Agent-7,claude,neutral,56,1030
Agent-8,openai,neutral,56,670
Agent-9,claude,neutral,56,740
Agent-1,openai,neutral,57,1450
Agent-10,claude,neutral,57,1150
Agent-11,openai,neutral,57,980
Agent-12,claude,neutral,57,1020
Agent-13,openai,neutral,57,160
Agent-14,claude,neutral,57,1810
Agent-15,openai,neutral,57,1800
Agent-16,claude,neutral,57,190
Agent-2,openai,neutral,57,200
Agent-3,openai,neutral,57,990
Agent-4,openai,neutral,57,650
Agent-5,claude,neutral,57,2320
Agent-6,claude,neutral,57,790
Agent-7,claude,neutral,57,1030
Agent-8,openai,neutral,57,780
Agent-9,claude,neutral,57,680
Agent-1,openai,neutral,58,1520
Agent-10,claude,neutral,58,1190
Agent-11,openai,neutral,58,930
Agent-12,claude,neutral,58,1030
Agent-13,openai,neutral,58,220
Agent-14,claude,neutral,58,1820
Agent-15,openai,neutral,58,1860
Agent-16,claude,neutral,58,130
Agent-2,openai,neutral,58,200
Agent-3,openai,neutral,58,930
Agent-4,openai,neutral,58,590
Agent-5,claude,neutral,58,2310
Agent-6,claude,neutral,58,790
Agent-7,claude,neutral,58,1020
Agent-8,openai,neutral,58,780
Agent-9,claude,neutral,58,680
Agent-1,openai,neutral,59,1460
Agent-10,claude,neutral,59,1130
Agent-11,openai,neutral,59,930
Agent-12,claude,neutral,59,1090
Agent-13,openai,neutral,59,220
Agent-14,claude,neutral,59,1880
Agent-15,openai,neutral,59,1910
Agent-16,claude,neutral,59,80
Agent-2,openai,neutral,59,150
Agent-3,openai,neutral,59,930
Agent-4,openai,neutral,59,530
Agent-5,claude,neutral,59,2310
Agent-6,claude,neutral,59,840
Agent-7,claude,neutral,59,1020
Agent-8,openai,neutral,59,780
Agent-9,claude,neutral,59,740
Agent-1,openai,neutral,60,1410
Agent-10,claude,neutral,60,1180
Agent-11,openai,neutral,60,930
Agent-12,claude,neutral,60,1090
Agent-13,openai,neutral,60,220
Agent-14,claude,neutral,60,1870
Agent-15,openai,neutral,60,1920
Agent-16,claude,neutral,60,70
Agent-2,openai,neutral,60,100
Agent-3,openai,neutral,60,990
Agent-4,openai,neutral,60,480
Agent-5,claude,neutral,60,2310
Agent-6,claude,neutral,60,890
Agent-7,claude,neutral,60,970
Agent-8,openai,neutral,60,830
Agent-9,claude,neutral,60,740
Agent-1,openai,neutral,61,1350
Agent-10,claude,neutral,61,1180
Agent-11,openai,neutral,61,930
Agent-12,claude,neutral,61,1100
Agent-13,openai,neutral,61,160
Agent-14,claude,neutral,61,1870
Agent-15,openai,neutral,61,1930
Agent-16,claude,neutral,61,60
Agent-2,openai,neutral,61,210
Agent-3,openai,neutral,61,1050
Agent-4,openai,neutral,61,480
Agent-5,claude,neutral,61,2300
Agent-6,claude,neutral,61,830
Agent-7,claude,neutral,61,970
Agent-8,openai,neutral,61,830
Agent-9,claude,neutral,61,750
Agent-1,openai,neutral,62,1410
Agent-10,claude,neutral,62,1120
Agent-11,openai,neutral,62,930
Agent-12,claude,neutral,62,1100
Agent-13,openai,neutral,62,160
Agent-14,claude,neutral,62,1870
Agent-15,openai,neutral,62,1930
Agent-16,claude,neutral,62,60
Agent-2,openai,neutral,62,260
Agent-3,openai,neutral,62,1050
Agent-4,openai,neutral,62,430
Agent-5,claude,neutral,62,2300
Agent-6,claude,neutral,62,780
Agent-7,claude,neutral,62,920
Agent-8,openai,neutral,62,880
Agent-9,claude,neutral,62,800
Agent-1,openai,neutral,63,1420
Agent-10,claude,neutral,63,1060
Agent-11,openai,neutral,63,930
Agent-12,claude,neutral,63,1110
Agent-13,openai,neutral,63,100
Agent-14,claude,neutral,63,1930
Agent-15,openai,neutral,63,1920
Agent-16,claude,neutral,63,70
Agent-2,openai,neutral,63,260
Agent-3,openai,neutral,63,1160
Agent-4,openai,neutral,63,380
Agent-5,claude,neutral,63,2290
Agent-6,claude,neutral,63,720
Agent-7,claude,neutral,63,920
Agent-8,openai,neutral,63,880
Agent-9,claude,neutral,63,850
Agent-1,openai,neutral,64,1490
Agent-10,claude,neutral,64,1000
Agent-11,openai,neutral,64,880
Agent-12,claude,neutral,64,1110
Agent-13,openai,neutral,64,40
Agent-14,claude,neutral,64,1930
Agent-15,openai,neutral,64,1980
Agent-16,claude,neutral,64,10
Agent-2,openai,neutral,64,270
Agent-3,openai,neutral,64,1220
Agent-4,openai,neutral,64,330
Agent-5,claude,neutral,64,2290
Agent-6,claude,neutral,64,710
Agent-7,claude,neutral,64,860
Agent-8,openai,neutral,64,980
Agent-9,claude,neutral,64,900
Agent-1,openai,neutral,65,1560
Agent-10,claude,neutral,65,940
Agent-11,openai,neutral,65,890
Agent-12,claude,neutral,65,1120
Agent-13,openai,neutral,65,39
Agent-14,claude,neutral,65,1880
Agent-15,openai,neutral,65,1980
Agent-16,claude,neutral,65,10
Agent-2,openai,neutral,65,280
Agent-3,openai,neutral,65,1271
Agent-4,openai,neutral,65,280
Agent-5,claude,neutral,65,2280
Agent-6,claude,neutral,65,700
Agent-7,claude,neutral,65,910
Agent-8,openai,neutral,65,970
Agent-9,claude,neutral,65,890
Agent-1,openai,neutral,66,1620
Agent-10,claude,neutral,66,940
Agent-11,openai,neutral,66,900
Agent-12,claude,neutral,66,1120
Agent-13,openai,neutral,66,38
Agent-14,claude,neutral,66,1820
Agent-15,openai,neutral,66,1990
Agent-16,claude,neutral,66,0
Agent-2,openai,neutral,66,290
Agent-3,openai,neutral,66,1322
Agent-4,openai,neutral,66,230
Agent-5,claude,neutral,66,2330
Agent-6,claude,neutral,66,690
Agent-7,claude,neutral,66,970
Agent-8,openai,neutral,66,910
Agent-9,claude,neutral,66,830
Agent-1,openai,neutral,67,1680
Agent-10,claude,neutral,67,940
Agent-11,openai,neutral,67,910
Agent-12,claude,neutral,67,1070
Agent-13,openai,neutral,67,38
Agent-14,claude,neutral,67,1820
Agent-15,openai,neutral,67,1930
Agent-16,claude,neutral,67,0
Agent-2,openai,neutral,67,300
Agent-3,openai,neutral,67,1372
Agent-4,openai,neutral,67,180
Agent-5,claude,neutral,67,2420
Agent-6,claude,neutral,67,680
Agent-7,claude,neutral,67,980
Agent-8,openai,neutral,67,860
Agent-9,claude,neutral,67,820
Agent-1,openai,neutral,68,1670
Agent-10,claude,neutral,68,950
Agent-11,openai,neutral,68,860
Agent-12,claude,neutral,68,1010
Agent-13,openai,neutral,68,98
Agent-14,claude,neutral,68,1880
Agent-15,openai,neutral,68,1870
Agent-16,claude,neutral,68,0
Agent-2,openai,neutral,68,310
Agent-3,openai,neutral,68,1312
Agent-4,openai,neutral,68,180
Agent-5,claude,neutral,68,2590
Agent-6,claude,neutral,68,620
Agent-7,claude,neutral,68,1040
Agent-8,openai,neutral,68,800
Agent-9,claude,neutral,68,810
Agent-1,openai,neutral,69,1670
Agent-10,claude,neutral,69,950
Agent-11,openai,neutral,69,830
Agent-12,claude,neutral,69,960
Agent-13,openai,neutral,69,188
Agent-14,claude,neutral,69,1830
Agent-15,openai,neutral,69,1870
Agent-16,claude,neutral,69,0
Agent-2,openai,neutral,69,380
Agent-3,openai,neutral,69,1252
Agent-4,openai,neutral,69,230
Agent-5,claude,neutral,69,2580
Agent-6,claude,neutral,69,560
Agent-7,claude,neutral,69,1040
Agent-8,openai,neutral,69,810
Agent-9,claude,neutral,69,850
Agent-1,openai,neutral,70,1660
Agent-10,claude,neutral,70,960
Agent-11,openai,neutral,70,840
Agent-12,claude,neutral,70,960
Agent-13,openai,neutral,70,178
Agent-14,claude,neutral,70,1830
Agent-15,openai,neutral,70,1880
Agent-16,claude,neutral,70,0
Agent-2,openai,neutral,70,390
Agent-3,openai,neutral,70,1202
Agent-4,openai,neutral,70,330
Agent-5,claude,neutral,70,2630
Agent-6,claude,neutral,70,500
Agent-7,claude,neutral,70,980
Agent-8,openai,neutral,70,760
Agent-9,claude,neutral,70,900
Agent-1,openai,neutral,71,1720
Agent-10,claude,neutral,71,960
Agent-11,openai,neutral,71,910
Agent-12,claude,neutral,71,910
Agent-13,openai,neutral,71,168
Agent-14,claude,neutral,71,1770
Agent-15,openai,neutral,71,1890
Agent-16,claude,neutral,71,0
Agent-2,openai,neutral,71,450
Agent-3,openai,neutral,71,1152
Agent-4,openai,neutral,71,380
Agent-5,claude,neutral,71,2720
Agent-6,claude,neutral,71,440
Agent-7,claude,neutral,71,920
Agent-8,openai,neutral,71,710
Agent-9,claude,neutral,71,900
Agent-1,openai,neutral,72,1770
Agent-10,claude,neutral,72,910
Agent-11,openai,neutral,72,970
Agent-12,claude,neutral,72,910
Agent-13,openai,neutral,72,158
Agent-14,claude,neutral,72,1760
Agent-15,openai,neutral,72,1840
Agent-16,claude,neutral,72,0
Agent-2,openai,neutral,72,460
Agent-3,openai,neutral,72,1102
Agent-4,openai,neutral,72,430
Agent-5,claude,neutral,72,2720
Agent-6,claude,neutral,72,430
Agent-7,claude,neutral,72,870
Agent-8,openai,neutral,72,710
Agent-9,claude,neutral,72,960
Agent-1,openai,neutral,73,1830
Agent-10,claude,neutral,73,910
Agent-11,openai,neutral,73,920
Agent-12,claude,neutral,73,860
Agent-13,openai,neutral,73,98
Agent-14,claude,neutral,73,1760
Agent-15,openai,neutral,73,1850
Agent-16,claude,neutral,73,0
Agent-2,openai,neutral,73,460
Agent-3,openai,neutral,73,1152
Agent-4,openai,neutral,73,380
Agent-5,claude,neutral,73,2820
Agent-6,claude,neutral,73,430
Agent-7,claude,neutral,73,920
Agent-8,openai,neutral,73,710
Agent-9,claude,neutral,73,900
Agent-1,openai,neutral,74,1830
Agent-10,claude,neutral,74,910
Agent-11,openai,neutral,74,860
Agent-12,claude,neutral,74,860
Agent-13,openai,neutral,74,48
Agent-14,claude,neutral,74,1810
Agent-15,openai,neutral,74,1790
Agent-16,claude,neutral,74,0
Agent-2,openai,neutral,74,470
Agent-3,openai,neutral,74,1202
Agent-4,openai,neutral,74,330
Agent-5,claude,neutral,74,2880
Agent-6,claude,neutral,74,420
Agent-7,claude,neutral,74,980
Agent-8,openai,neutral,74,760
Agent-9,claude,neutral,74,850
Agent-1,openai,neutral,75,1830
Agent-10,claude,neutral,75,850
Agent-11,openai,neutral,75,860
Agent-12,claude,neutral,75,810
Agent-13,openai,neutral,75,60
Agent-14,claude,neutral,75,1800
Agent-15,openai,neutral,75,1838
Agent-16,claude,neutral,75,0
Agent-2,openai,neutral,75,480
Agent-3,openai,neutral,75,1202
Agent-4,openai,neutral,75,390
Agent-5,claude,neutral,75,2870
Agent-6,claude,neutral,75,410
Agent-7,claude,neutral,75,980
Agent-8,openai,neutral,75,700
Agent-9,claude,neutral,75,920
Agent-1,openai,neutral,76,1880
Agent-10,claude,neutral,76,800
Agent-11,openai,neutral,76,810
Agent-12,claude,neutral,76,810
Agent-13,openai,neutral,76,60
Agent-14,claude,neutral,76,1860
Agent-15,openai,neutral,76,1778
Agent-16,claude,neutral,76,0
Agent-2,openai,neutral,76,490
Agent-3,openai,neutral,76,1302
Agent-4,openai,neutral,76,390
Agent-5,claude,neutral,76,2870
Agent-6,claude,neutral,76,400
Agent-7,claude,neutral,76,980
Agent-8,openai,neutral,76,650
Agent-9,claude,neutral,76,920
Agent-1,openai,neutral,77,1890
Agent-10,claude,neutral,77,740
Agent-11,openai,neutral,77,810
Agent-12,claude,neutral,77,750
Agent-13,openai,neutral,77,130
Agent-14,claude,neutral,77,1910
Agent-15,openai,neutral,77,1768
Agent-16,claude,neutral,77,0
Agent-2,openai,neutral,77,500
Agent-3,openai,neutral,77,1302
Agent-4,openai,neutral,77,330
Agent-5,claude,neutral,77,2870
Agent-6,claude,neutral,77,390
Agent-7,claude,neutral,77,980
Agent-8,openai,neutral,77,710
Agent-9,claude,neutral,77,920
Agent-1,openai,neutral,78,1900
Agent-10,claude,neutral,78,680
Agent-11,openai,neutral,78,750
Agent-12,claude,neutral,78,750
Agent-13,openai,neutral,78,250
Agent-14,claude,neutral,78,1960
Agent-15,openai,neutral,78,1708
Agent-16,claude,neutral,78,0
Agent-2,openai,neutral,78,510
Agent-3,openai,neutral,78,1362
Agent-4,openai,neutral,78,320
Agent-5,claude,neutral,78,2870
Agent-6,claude,neutral,78,380
Agent-7,claude,neutral,78,930
Agent-8,openai,neutral,78,660
Agent-9,claude,neutral,78,970
Agent-1,openai,neutral,79,1890
Agent-10,claude,neutral,79,630
Agent-11,openai,neutral,79,750
Agent-12,claude,neutral,79,760
Agent-13,openai,neutral,79,200
Agent-14,claude,neutral,79,1950
Agent-15,openai,neutral,79,1768
Agent-16,claude,neutral,79,0
Agent-2,openai,neutral,79,520
Agent-3,openai,neutral,79,1402
Agent-4,openai,neutral,79,390
Agent-5,claude,neutral,79,2860
Agent-6,claude,neutral,79,370
Agent-7,claude,neutral,79,930
Agent-8,openai,neutral,79,600
Agent-9,claude,neutral,79,980
Agent-1,openai,neutral,80,1890
Agent-10,claude,neutral,80,570
Agent-11,openai,neutral,80,700
Agent-12,claude,neutral,80,760
Agent-13,openai,neutral,80,210
Agent-14,claude,neutral,80,2000
Agent-15,openai,neutral,80,1758
Agent-16,claude,neutral,80,0
Agent-2,openai,neutral,80,580
Agent-3,openai,neutral,80,1402
Agent-4,openai,neutral,80,390
Agent-5,claude,neutral,80,2910
Agent-6,claude,neutral,80,310
Agent-7,claude,neutral,80,930
Agent-8,openai,neutral,80,600
Agent-9,claude,neutral,80,990
Agent-1,openai,neutral,81,1890
Agent-10,claude,neutral,81,570
Agent-11,openai,neutral,81,690
Agent-12,claude,neutral,81,700
Agent-13,openai,neutral,81,220
Agent-14,claude,neutral,81,2050
Agent-15,openai,neutral,81,1748
Agent-16,claude,neutral,81,0
Agent-2,openai,neutral,81,640
Agent-3,openai,neutral,81,1392
Agent-4,openai,neutral,81,400
Agent-5,claude,neutral,81,2980
Agent-6,claude,neutral,81,250
Agent-7,claude,neutral,81,870
Agent-8,openai,neutral,81,600
Agent-9,claude,neutral,81,1000
Agent-1,openai,neutral,82,1950
Agent-10,claude,neutral,82,510
Agent-11,openai,neutral,82,680
Agent-12,claude,neutral,82,700
Agent-13,openai,neutral,82,170
Agent-14,claude,neutral,82,2100
Agent-15,openai,neutral,82,1748
Agent-16,claude,neutral,82,0
Agent-2,openai,neutral,82,640
Agent-3,openai,neutral,82,1392
Agent-4,openai,neutral,82,400
Agent-5,claude,neutral,82,3040
Agent-6,claude,neutral,82,250
Agent-7,claude,neutral,82,810
Agent-8,openai,neutral,82,600
Agent-9,claude,neutral,82,1010
Agent-1,openai,neutral,83,1950
Agent-10,claude,neutral,83,510
Agent-11,openai,neutral,83,740
Agent-12,claude,neutral,83,650
Agent-13,openai,neutral,83,110
Agent-14,claude,neutral,83,2090
Agent-15,openai,neutral,83,1748
Agent-16,claude,neutral,83,0
Agent-2,openai,neutral,83,640
Agent-3,openai,neutral,83,1332
Agent-4,openai,neutral,83,520
Agent-5,claude,neutral,83,3090
Agent-6,claude,neutral,83,250
Agent-7,claude,neutral,83,760
Agent-8,openai,neutral,83,540
Agent-9,claude,neutral,83,1070
Agent-1,openai,neutral,84,1950
Agent-10,claude,neutral,84,510
Agent-11,openai,neutral,84,690
Agent-12,claude,neutral,84,660
Agent-13,openai,neutral,84,110
Agent-14,claude,neutral,84,2130
Agent-15,openai,neutral,84,1748
Agent-16,claude,neutral,84,0
Agent-2,openai,neutral,84,700
Agent-3,openai,neutral,84,1332
Agent-4,openai,neutral,84,520
Agent-5,claude,neutral,84,3130
Agent-6,claude,neutral,84,190
Agent-7,claude,neutral,84,770
Agent-8,openai,neutral,84,540
Agent-9,claude,neutral,84,1020
Agent-1,openai,neutral,85,2010
Agent-10,claude,neutral,85,450
Agent-11,openai,neutral,85,630
Agent-12,claude,neutral,85,660
Agent-13,openai,neutral,85,170
Agent-14,claude,neutral,85,2190
Agent-15,openai,neutral,85,1748
Agent-16,claude,neutral,85,0
Agent-2,openai,neutral,85,700
Agent-3,openai,neutral,85,1332
Agent-4,openai,neutral,85,460
Agent-5,claude,neutral,85,3130
Agent-6,claude,neutral,85,190
Agent-7,claude,neutral,85,770
Agent-8,openai,neutral,85,600
Agent-9,claude,neutral,85,960
Agent-1,openai,neutral,86,2060
Agent-10,claude,neutral,86,400
Agent-11,openai,neutral,86,630
Agent-12,claude,neutral,86,610
Agent-13,openai,neutral,86,230
Agent-14,claude,neutral,86,2230
Agent-15,openai,neutral,86,1748
Agent-16,claude,neutral,86,0
Agent-2,openai,neutral,86,690
Agent-3,openai,neutral,86,1302
Agent-4,openai,neutral,86,550
Agent-5,claude,neutral,86,3120
Agent-6,claude,neutral,86,200
Agent-7,claude,neutral,86,780
Agent-8,openai,neutral,86,540
Agent-9,claude,neutral,86,910
Agent-1,openai,neutral,87,2060
Agent-10,claude,neutral,87,400
Agent-11,openai,neutral,87,570
Agent-12,claude,neutral,87,610
Agent-13,openai,neutral,87,290
Agent-14,claude,neutral,87,2290
Agent-15,openai,neutral,87,1748
Agent-16,claude,neutral,87,0
Agent-2,openai,neutral,87,690
Agent-3,openai,neutral,87,1272
Agent-4,openai,neutral,87,640
Agent-5,claude,neutral,87,3120
Agent-6,claude,neutral,87,200
Agent-7,claude,neutral,87,780
Agent-8,openai,neutral,87,480
Agent-9,claude,neutral,87,850
Agent-1,openai,neutral,88,2050
Agent-10,claude,neutral,88,410
Agent-11,openai,neutral,88,570
Agent-12,claude,neutral,88,620
Agent-13,openai,neutral,88,290
Agent-14,claude,neutral,88,2330
Agent-15,openai,neutral,88,1728
Agent-16,claude,neutral,88,0
Agent-2,openai,neutral,88,700
Agent-3,openai,neutral,88,1242
Agent-4,openai,neutral,88,640
Agent-5,claude,neutral,88,3160
Agent-6,claude,neutral,88,190
Agent-7,claude,neutral,88,790
Agent-8,openai,neutral,88,480
Agent-9,claude,neutral,88,800
Agent-1,openai,neutral,89,2050
Agent-10,claude,neutral,89,410
Agent-11,openai,neutral,89,570
Agent-12,claude,neutral,89,630
Agent-13,openai,neutral,89,290
Agent-14,claude,neutral,89,2380
Agent-15,openai,neutral,89,1678
Agent-16,claude,neutral,89,0
Agent-2,openai,neutral,89,700
Agent-3,openai,neutral,89,1272
Agent-4,openai,neutral,89,610
Agent-5,claude,neutral,89,3200
Agent-6,claude,neutral,89,190
Agent-7,claude,neutral,89,740
Agent-8,openai,neutral,89,480
Agent-9,claude,neutral,89,800
Agent-1,openai,neutral,90,2050
Agent-10,claude,neutral,90,410
Agent-11,openai,neutral,90,520
Agent-12,claude,neutral,90,640
Agent-13,openai,neutral,90,290
Agent-14,claude,neutral,90,2420
Agent-15,openai,neutral,90,1678
Agent-16,claude,neutral,90,0
Agent-2,openai,neutral,90,760
Agent-3,openai,neutral,90,1302
Agent-4,openai,neutral,90,640
Agent-5,claude,neutral,90,3190
Agent-6,claude,neutral,90,130
Agent-7,claude,neutral,90,750
Agent-8,openai,neutral,90,470
Agent-9,claude,neutral,90,750
Agent-1,openai,neutral,91,2140
Agent-10,claude,neutral,91,360
Agent-11,openai,neutral,91,520
Agent-12,claude,neutral,91,640
Agent-13,openai,neutral,91,350
Agent-14,claude,neutral,91,2460
Agent-15,openai,neutral,91,1678
Agent-16,claude,neutral,91,0
Agent-2,openai,neutral,91,770
Agent-3,openai,neutral,91,1252
Agent-4,openai,neutral,91,580
Agent-5,claude,neutral,91,3190
Agent-6,claude,neutral,91,120
Agent-7,claude,neutral,91,700
Agent-8,openai,neutral,91,480
Agent-9,claude,neutral,91,760
Agent-1,openai,neutral,92,2250
Agent-10,claude,neutral,92,300
Agent-11,openai,neutral,92,470
Agent-12,claude,neutral,92,640
Agent-13,openai,neutral,92,350
Agent-14,claude,neutral,92,2520
Agent-15,openai,neutral,92,1648
Agent-16,claude,neutral,92,0
Agent-2,openai,neutral,92,780
Agent-3,openai,neutral,92,1252
Agent-4,openai,neutral,92,550
Agent-5,claude,neutral,92,3190
Agent-6,claude,neutral,92,170
Agent-7,claude,neutral,92,640
Agent-8,openai,neutral,92,480
Agent-9,claude,neutral,92,760
Agent-1,openai,neutral,93,2400
Agent-10,claude,neutral,93,250
Agent-11,openai,neutral,93,420
Agent-12,claude,neutral,93,650
Agent-13,openai,neutral,93,300
Agent-14,claude,neutral,93,2560
Agent-15,openai,neutral,93,1678
Agent-16,claude,neutral,93,0
Agent-2,openai,neutral,93,780
Agent-3,openai,neutral,93,1232
Agent-4,openai,neutral,93,520
Agent-5,claude,neutral,93,3180
Agent-6,claude,neutral,93,170
Agent-7,claude,neutral,93,650
Agent-8,openai,neutral,93,500
Agent-9,claude,neutral,93,710
Agent-1,openai,neutral,94,2510
Agent-10,claude,neutral,94,190
Agent-11,openai,neutral,94,370
Agent-12,claude,neutral,94,660
Agent-13,openai,neutral,94,250
Agent-14,claude,neutral,94,2620
Agent-15,openai,neutral,94,1648
Agent-16,claude,neutral,94,0
Agent-2,openai,neutral,94,780
Agent-3,openai,neutral,94,1262
Agent-4,openai,neutral,94,490
Agent-5,claude,neutral,94,3170
Agent-6,claude,neutral,94,230
Agent-7,claude,neutral,94,590
Agent-8,openai,neutral,94,520
Agent-9,claude,neutral,94,710
Agent-1,openai,neutral,95,2550
Agent-10,claude,neutral,95,140
Agent-11,openai,neutral,95,320
Agent-12,claude,neutral,95,670
Agent-13,openai,neutral,95,200
Agent-14,claude,neutral,95,2660
Agent-15,openai,neutral,95,1648
Agent-16,claude,neutral,95,0
Agent-2,openai,neutral,95,770
Agent-3,openai,neutral,95,1302
Agent-4,openai,neutral,95,540
Agent-5,claude,neutral,95,3160
Agent-6,claude,neutral,95,240
Agent-7,claude,neutral,95,600
Agent-8,openai,neutral,95,540
Agent-9,claude,neutral,95,660
Agent-1,openai,neutral,96,2550
Agent-10,claude,neutral,96,80
Agent-11,openai,neutral,96,320
Agent-12,claude,neutral,96,670
Agent-13,openai,neutral,96,200
Agent-14,claude,neutral,96,2700
Agent-15,openai,neutral,96,1678
Agent-16,claude,neutral,96,0
Agent-2,openai,neutral,96,770
Agent-3,openai,neutral,96,1422
Agent-4,openai,neutral,96,480
Agent-5,claude,neutral,96,3160
Agent-6,claude,neutral,96,240
Agent-7,claude,neutral,96,610
Agent-8,openai,neutral,96,510
Agent-9,claude,neutral,96,610
Agent-1,openai,neutral,97,2540
Agent-10,claude,neutral,97,30
Agent-11,openai,neutral,97,370
Agent-12,claude,neutral,97,670
Agent-13,openai,neutral,97,200
Agent-14,claude,neutral,97,2740
Agent-15,openai,neutral,97,1618
Agent-16,claude,neutral,97,0
Agent-2,openai,neutral,97,770
Agent-3,openai,neutral,97,1512
Agent-4,openai,neutral,97,450
Agent-5,claude,neutral,97,3160
Agent-6,claude,neutral,97,240
Agent-7,claude,neutral,97,620
Agent-8,openai,neutral,97,520
Agent-9,claude,neutral,97,560
Agent-1,openai,neutral,98,2480
Agent-10,claude,neutral,98,30
Agent-11,openai,neutral,98,420
Agent-12,claude,neutral,98,670
Agent-13,openai,neutral,98,200
Agent-14,claude,neutral,98,2780
Agent-15,openai,neutral,98,1558
Agent-16,claude,neutral,98,0
Agent-2,openai,neutral,98,780
Agent-3,openai,neutral,98,1602
Agent-4,openai,neutral,98,420
Agent-5,claude,neutral,98,3160
Agent-6,claude,neutral,98,230
Agent-7,claude,neutral,98,570
Agent-8,openai,neutral,98,530
Agent-9,claude,neutral,98,570
Agent-1,openai,neutral,99,2420
Agent-10,claude,neutral,99,30
Agent-11,openai,neutral,99,520
Agent-12,claude,neutral,99,670
Agent-13,openai,neutral,99,200
Agent-14,claude,neutral,99,2820
Agent-15,openai,neutral,99,1508
Agent-16,claude,neutral,99,0
Agent-2,openai,neutral,99,790
Agent-3,openai,neutral,99,1692
Agent-4,openai,neutral,99,390
Agent-5,claude,neutral,99,3160
Agent-6,claude,neutral,99,220
Agent-7,claude,neutral,99,580
Agent-8,openai,neutral,99,480
Agent-9,claude,neutral,99,520
