agent_name,model,priming,round,balance
Agent-7,claude,neutral,48,0
Agent-8,claude,strategic,48,1460
Agent-9,claude,strategic,48,2431
Agent-1,openai,neutral,49,910
Agent-10,claude,competitive,49,485
Agent-11,openai,strategic,49,1150
Agent-12,openai,competitive,49,1450
Agent-13,openai,cooperative,49,335
Agent-14,openai,cooperative,49,420
Agent-15,claude,cooperative,49,250
Agent-16,openai,competitive,49,685
Agent-2,openai,strategic,49,2164
Agent-3,claude,neutral,49,1065
Agent-4,claude,cooperative,49,1200
Agent-5,claude,competitive,49,1015
Agent-6,openai,neutral,49,880
Agent-7,claude,neutral,49,0
Agent-8,claude,strategic,49,1460
Agent-9,claude,strategic,49,2531
Agent-1,openai,neutral,50,905
Agent-10,claude,competitive,50,485
Agent-11,openai,strategic,50,1150
Agent-12,openai,competitive,50,1500
Agent-13,openai,cooperative,50,335
Agent-14,openai,cooperative,50,460
Agent-15,claude,cooperative,50,200
Agent-16,openai,competitive,50,685
Agent-2,openai,strategic,50,2163
Agent-3,claude,neutral,50,1020
Agent-4,claude,cooperative,50,1200
Agent-5,claude,competitive,50,965
Agent-6,openai,neutral,50,880
Agent-7,claude,neutral,50,1
Agent-8,claude,strategic,50,1420
Agent-9,claude,strategic,50,2631
Agent-1,openai,neutral,51,970
Agent-10,claude,competitive,51,535
Agent-11,openai,strategic,51,1140
Agent-12,openai,competitive,51,1550
Agent-13,openai,cooperative,51,335
Agent-14,openai,cooperative,51,460
Agent-15,claude,cooperative,51,150
Agent-16,openai,competitive,51,685
Agent-2,openai,strategic,51,2162
Agent-3,claude,neutral,51,1000
Agent-4,claude,cooperative,51,1150
Agent-5,claude,competitive,51,915
Agent-6,openai,neutral,51,890
Agent-7,claude,neutral,51,2
Agent-8,claude,strategic,51,1375
Agent-9,claude,strategic,51,2681
Agent-1,openai,neutral,52,1000
Agent-10,claude,competitive,52,535
Agent-11,openai,strategic,52,1130
Agent-12,openai,competitive,52,1570
Agent-13,openai,cooperative,52,335
Agent-14,openai,cooperative,52,450
Agent-15,claude,cooperative,52,190
Agent-16,openai,competitive,52,685
Agent-2,openai,strategic,52,2163
Agent-3,claude,neutral,52,970
Agent-4,claude,cooperative,52,1110
Agent-5,claude,competitive,52,895
Agent-6,openai,neutral,52,900
Agent-7,claude,neutral,52,1
Agent-8,claude,strategic,52,1335
Agent-9,claude,strategic,52,2731
Agent-1,openai,neutral,53,1050
Agent-10,claude,competitive,53,535
Agent-11,openai,strategic,53,1140
Agent-12,openai,competitive,53,1620
Agent-13,openai,cooperative,53,334
Agent-14,openai,cooperative,53,450
Agent-15,claude,cooperative,53,230
Agent-16,openai,competitive,53,685
Agent-2,openai,strategic,53,2162
Agent-3,claude,neutral,53,921
Agent-4,claude,cooperative,53,1060
Agent-5,claude,competitive,53,845
Agent-6,openai,neutral,53,890
Agent-7,claude,neutral,53,2
Agent-8,claude,strategic,53,1295
Agent-9,claude,strategic,53,2781
Agent-1,openai,neutral,54,1000
Agent-10,claude,competitive,54,535
Agent-11,openai,strategic,54,1150
Agent-12,openai,competitive,54,1670
Agent-13,openai,cooperative,54,335
Agent-14,openai,cooperative,54,440
Agent-15,claude,cooperative,54,280
Agent-16,openai,competitive,54,680
Agent-2,openai,strategic,54,2162
Agent-3,claude,neutral,54,970
Agent-4,claude,cooperative,54,1050
Agent-5,claude,competitive,54,795
Agent-6,openai,neutral,54,880
Agent-7,claude,neutral,54,2
Agent-8,claude,strategic,54,1250
Agent-9,claude,strategic,54,2801
Agent-1,openai,neutral,55,975
Agent-10,claude,competitive,55,535
Agent-11,openai,strategic,55,1190
Agent-12,openai,competitive,55,1685
Agent-13,openai,cooperative,55,330
Agent-14,openai,cooperative,55,440
Agent-15,claude,cooperative,55,270
Agent-16,openai,competitive,55,680
Agent-2,openai,strategic,55,2162
Agent-3,claude,neutral,55,1024
Agent-4,claude,cooperative,55,1000
Agent-5,claude,competitive,55,780
Agent-6,openai,neutral,55,840
Agent-7,claude,neutral,55,2
Agent-8,claude,strategic,55,1235
Agent-9,claude,strategic,55,2852
Agent-1,openai,neutral,56,990
Agent-10,claude,competitive,56,535
Agent-11,openai,strategic,56,1180
Agent-12,openai,competitive,56,1705
Agent-13,openai,cooperative,56,331
Agent-14,openai,cooperative,56,435
Agent-15,claude,cooperative,56,265
Agent-16,openai,competitive,56,680
Agent-2,openai,strategic,56,2163
Agent-3,claude,neutral,56,1033
Agent-4,claude,cooperative,56,955
Agent-5,claude,competitive,56,760
Agent-6,openai,neutral,56,840
Agent-7,claude,neutral,56,1
Agent-8,claude,strategic,56,1225
Agent-9,claude,strategic,56,2902
Agent-1,openai,neutral,57,980
Agent-10,claude,competitive,57,535
Agent-11,openai,strategic,57,1180
Agent-12,openai,competitive,57,1754
Agent-13,openai,cooperative,57,371
Agent-14,openai,cooperative,57,425
Agent-15,claude,cooperative,57,255
Agent-16,openai,competitive,57,680
Agent-2,openai,strategic,57,2163
Agent-3,claude,neutral,57,1008
Agent-4,claude,cooperative,57,940
Agent-5,claude,competitive,57,711
Agent-6,openai,neutral,57,790
Agent-7,claude,neutral,57,1
Agent-8,claude,strategic,57,1280
Agent-9,claude,strategic,57,2927
Agent-1,openai,neutral,58,1004
Agent-10,claude,competitive,58,535
Agent-11,openai,strategic,58,1190
Agent-12,openai,competitive,58,1804
Agent-13,openai,cooperative,58,346
Agent-14,openai,cooperative,58,415
Agent-15,claude,cooperative,58,299
Agent-16,openai,competitive,58,670
Agent-2,openai,strategic,58,2163
Agent-3,claude,neutral,58,983
Agent-4,claude,cooperative,58,900
Agent-5,claude,competitive,58,661
Agent-6,openai,neutral,58,780
Agent-7,claude,neutral,58,1
Agent-8,claude,strategic,58,1272
Agent-9,claude,strategic,58,2977
Agent-1,openai,neutral,59,1078
Agent-10,claude,competitive,59,535
Agent-11,openai,strategic,59,1209
Agent-12,openai,competitive,59,1853
Agent-13,openai,cooperative,59,321
Agent-14,openai,cooperative,59,405
Agent-15,claude,cooperative,59,307
Agent-16,openai,competitive,59,660
Agent-2,openai,strategic,59,2163
Agent-3,claude,neutral,59,933
Agent-4,claude,cooperative,59,860
Agent-5,claude,competitive,59,612
Agent-6,openai,neutral,59,760
Agent-7,claude,neutral,59,2
Agent-8,claude,strategic,59,1275
Agent-9,claude,strategic,59,3027
Agent-1,openai,neutral,60,1118
Agent-10,claude,competitive,60,575
Agent-11,openai,strategic,60,1209
Agent-12,openai,competitive,60,1873
Agent-13,openai,cooperative,60,296
Agent-14,openai,cooperative,60,450
Agent-15,claude,cooperative,60,322
Agent-16,openai,competitive,60,660
Agent-2,openai,strategic,60,2163
Agent-3,claude,neutral,60,883
Agent-4,claude,cooperative,60,815
Agent-5,claude,competitive,60,592
Agent-6,openai,neutral,60,760
Agent-7,claude,neutral,60,2
Agent-8,claude,strategic,60,1295
Agent-9,claude,strategic,60,2987
Agent-1,openai,neutral,61,1142
Agent-10,claude,competitive,61,600
Agent-11,openai,strategic,61,1209
Agent-12,openai,competitive,61,1878
Agent-13,openai,cooperative,61,294
Agent-14,openai,cooperative,61,460
Agent-15,claude,cooperative,61,314
Agent-16,openai,competitive,61,660
Agent-2,openai,strategic,61,2162
Agent-3,claude,neutral,61,861
Agent-4,claude,cooperative,61,805
Agent-5,claude,competitive,61,587
Agent-6,openai,neutral,61,775
Agent-7,claude,neutral,61,2
Agent-8,claude,strategic,61,1289
Agent-9,claude,strategic,61,2962
Agent-1,openai,neutral,62,1157
Agent-10,claude,competitive,62,575
Agent-11,openai,strategic,62,1209
Agent-12,openai,competitive,62,1903
Agent-13,openai,cooperative,62,339
Agent-14,openai,cooperative,62,455
Agent-15,claude,cooperative,62,316
Agent-16,openai,competitive,62,660
Agent-2,openai,strategic,62,2162
Agent-3,claude,neutral,62,841
Agent-4,claude,cooperative,62,850
Agent-5,claude,competitive,62,562
Agent-6,openai,neutral,62,765
Agent-7,claude,neutral,62,2
Agent-8,claude,strategic,62,1257
Agent-9,claude,strategic,62,2947
Agent-1,openai,neutral,63,1172
Agent-10,claude,competitive,63,610
Agent-11,openai,strategic,63,1208
Agent-12,openai,competitive,63,1904
Agent-13,openai,cooperative,63,363
Agent-14,openai,cooperative,63,445
Agent-15,claude,cooperative,63,318
Agent-16,openai,competitive,63,660
Agent-2,openai,strategic,63,2158
Agent-3,claude,neutral,63,821
Agent-4,claude,cooperative,63,855
Agent-5,claude,competitive,63,561
Agent-6,openai,neutral,63,755
Agent-7,claude,neutral,63,2
Agent-8,claude,strategic,63,1241
Agent-9,claude,strategic,63,2927
Agent-1,openai,neutral,64,1227
Agent-10,claude,competitive,64,670
Agent-11,openai,strategic,64,1207
Agent-12,openai,competitive,64,1928
Agent-13,openai,cooperative,64,362
Agent-14,openai,cooperative,64,440
Agent-15,claude,cooperative,64,308
Agent-16,openai,competitive,64,660
Agent-2,openai,strategic,64,2159
Agent-3,claude,neutral,64,816
Agent-4,claude,cooperative,64,855
Agent-5,claude,competitive,64,537
Agent-6,openai,neutral,64,750
Agent-7,claude,neutral,64,2
Agent-8,claude,strategic,64,1202
Agent-9,claude,strategic,64,2877
Agent-1,openai,neutral,65,1242
Agent-10,claude,competitive,65,705
Agent-11,openai,strategic,65,1207
Agent-12,openai,competitive,65,1923
Agent-13,openai,cooperative,65,361
Agent-14,openai,cooperative,65,435
Agent-15,claude,cooperative,65,298
Agent-16,openai,competitive,65,660
Agent-2,openai,strategic,65,2160
Agent-3,claude,neutral,65,842
Agent-4,claude,cooperative,65,905
Agent-5,claude,competitive,65,542
Agent-6,openai,neutral,65,700
Agent-7,claude,neutral,65,0
Agent-8,claude,strategic,65,1173
Agent-9,claude,strategic,65,2847
Agent-1,openai,neutral,66,1257
Agent-10,claude,competitive,66,655
Agent-11,openai,strategic,66,1217
Agent-12,openai,competitive,66,1913
Agent-13,openai,cooperative,66,374
Agent-14,openai,cooperative,66,430
Agent-15,claude,cooperative,66,288
Agent-16,openai,competitive,66,660
Agent-2,openai,strategic,66,2160
Agent-3,claude,neutral,66,839
Agent-4,claude,cooperative,66,935
Agent-5,claude,competitive,66,552
Agent-6,openai,neutral,66,690
Agent-7,claude,neutral,66,0
Agent-8,claude,strategic,66,1158
Agent-9,claude,strategic,66,2872
Agent-1,openai,neutral,67,1302
Agent-10,claude,competitive,67,640
Agent-11,openai,strategic,67,1217
Agent-12,openai,competitive,67,1913
Agent-13,openai,cooperative,67,369
Agent-14,openai,cooperative,67,425
Agent-15,claude,cooperative,67,280
Agent-16,openai,competitive,67,660
Agent-2,openai,strategic,67,2160
Agent-3,claude,neutral,67,824
Agent-4,claude,cooperative,67,935
Agent-5,claude,competitive,67,552
Agent-6,openai,neutral,67,690
Agent-7,claude,neutral,67,0
Agent-8,claude,strategic,67,1146
Agent-9,claude,strategic,67,2887
Agent-1,openai,neutral,68,1326
Agent-10,claude,competitive,68,620
Agent-11,openai,strategic,68,1217
Agent-12,openai,competitive,68,1928
Agent-13,openai,cooperative,68,359
Agent-14,openai,cooperative,68,460
Agent-15,claude,cooperative,68,281
Agent-16,openai,competitive,68,650
Agent-2,openai,strategic,68,2159
Agent-3,claude,neutral,68,810
Agent-4,claude,cooperative,68,955
Agent-5,claude,competitive,68,537
Agent-6,openai,neutral,68,690
Agent-7,claude,neutral,68,0
Agent-8,claude,strategic,68,1121
Agent-9,claude,strategic,68,2887
Agent-1,openai,neutral,69,1306
Agent-10,claude,competitive,69,605
Agent-11,openai,strategic,69,1207
Agent-12,openai,competitive,69,1947
Agent-13,openai,cooperative,69,349
Agent-14,openai,cooperative,69,465
Agent-15,claude,cooperative,69,311
Agent-16,openai,competitive,69,650
Agent-2,openai,strategic,69,2159
Agent-3,claude,neutral,69,790
Agent-4,claude,cooperative,69,975
Agent-5,claude,competitive,69,528
Agent-6,openai,neutral,69,685
Agent-7,claude,neutral,69,0
Agent-8,claude,strategic,69,1136
Agent-9,claude,strategic,69,2887
Agent-1,openai,neutral,70,1371
Agent-10,claude,competitive,70,635
Agent-11,openai,strategic,70,1197
Agent-12,openai,competitive,70,1962
Agent-13,openai,cooperative,70,344
Agent-14,openai,cooperative,70,455
Agent-15,claude,cooperative,70,301
Agent-16,openai,competitive,70,650
Agent-2,openai,strategic,70,2149
Agent-3,claude,neutral,70,780
Agent-4,claude,cooperative,70,990
Agent-5,claude,competitive,70,513
Agent-6,openai,neutral,70,645
Agent-7,claude,neutral,70,0
Agent-8,claude,strategic,70,1116
Agent-9,claude,strategic,70,2892
Agent-1,openai,neutral,71,1346
Agent-10,claude,competitive,71,610
Agent-11,openai,strategic,71,1197
Agent-12,openai,competitive,71,1952
Agent-13,openai,cooperative,71,344
Agent-14,openai,cooperative,71,450
Agent-15,claude,cooperative,71,361
Agent-16,openai,competitive,71,650
Agent-2,openai,strategic,71,2149
Agent-3,claude,neutral,71,755
Agent-4,claude,cooperative,71,1080
Agent-5,claude,competitive,71,523
Agent-6,openai,neutral,71,645
Agent-7,claude,neutral,71,0
Agent-8,claude,strategic,71,1111
Agent-9,claude,strategic,71,2827
Agent-1,openai,neutral,72,1346
Agent-10,claude,competitive,72,640
Agent-11,openai,strategic,72,1197
Agent-12,openai,competitive,72,1947
Agent-13,openai,cooperative,72,409
Agent-14,openai,cooperative,72,400
Agent-15,claude,cooperative,72,348
Agent-16,openai,competitive,72,640
Agent-2,openai,strategic,72,2149
Agent-3,claude,neutral,72,740
Agent-4,claude,cooperative,72,1090
Agent-5,claude,competitive,72,538
Agent-6,openai,neutral,72,595
Agent-7,claude,neutral,72,0
Agent-8,claude,strategic,72,1124
Agent-9,claude,strategic,72,2837
Agent-1,openai,neutral,73,1446
Agent-10,claude,competitive,73,615
Agent-11,openai,strategic,73,1197
Agent-12,openai,competitive,73,1952
Agent-13,openai,cooperative,73,384
Agent-14,openai,cooperative,73,390
Agent-15,claude,cooperative,73,338
Agent-16,openai,competitive,73,640
Agent-2,openai,strategic,73,2149
Agent-3,claude,neutral,73,715
Agent-4,claude,cooperative,73,1100
Agent-5,claude,competitive,73,543
Agent-6,openai,neutral,73,595
Agent-7,claude,neutral,73,0
Agent-8,claude,strategic,73,1084
Agent-9,claude,strategic,73,2852
Agent-1,openai,neutral,74,1496
Agent-10,claude,competitive,74,610
Agent-11,openai,strategic,74,1187
Agent-12,openai,competitive,74,1942
Agent-13,openai,cooperative,74,369
Agent-14,openai,cooperative,74,400
Agent-15,claude,cooperative,74,288
Agent-16,openai,competitive,74,640
Agent-2,openai,strategic,74,2149
Agent-3,claude,neutral,74,740
Agent-4,claude,cooperative,74,1050
Agent-5,claude,competitive,74,553
Agent-6,openai,neutral,74,590
Agent-7,claude,neutral,74,0
Agent-8,claude,strategic,74,1074
Agent-9,claude,strategic,74,2912
Agent-1,openai,neutral,75,1546
Agent-10,claude,competitive,75,586
Agent-11,openai,strategic,75,1197
Agent-12,openai,competitive,75,1967
Agent-13,openai,cooperative,75,344
Agent-14,openai,cooperative,75,390
Agent-15,claude,cooperative,75,253
Agent-16,openai,competitive,75,640
Agent-2,openai,strategic,75,2149
Agent-3,claude,neutral,75,765
Agent-4,claude,cooperative,75,1040
Agent-5,claude,competitive,75,528
Agent-6,openai,neutral,75,589
Agent-7,claude,neutral,75,0
Agent-8,claude,strategic,75,1059
Agent-9,claude,strategic,75,2947
Agent-1,openai,neutral,76,1596
Agent-10,claude,competitive,76,562
Agent-11,openai,strategic,76,1212
Agent-12,openai,competitive,76,1962
Agent-13,openai,cooperative,76,344
Agent-14,openai,cooperative,76,380
Agent-15,claude,cooperative,76,228
Agent-16,openai,competitive,76,640
Agent-2,openai,strategic,76,2144
Agent-3,claude,neutral,76,765
Agent-4,claude,cooperative,76,1060
Agent-5,claude,competitive,76,533
Agent-6,openai,neutral,76,588
Agent-7,claude,neutral,76,0
Agent-8,claude,strategic,76,1034
Agent-9,claude,strategic,76,2952
Agent-1,openai,neutral,77,1596
Agent-10,claude,competitive,77,547
Agent-11,openai,strategic,77,1207
Agent-12,openai,competitive,77,1967
Agent-13,openai,cooperative,77,354
Agent-14,openai,cooperative,77,380
Agent-15,claude,cooperative,77,228
Agent-16,openai,competitive,77,650
Agent-2,openai,strategic,77,2139
Agent-3,claude,neutral,77,715
Agent-4,claude,cooperative,77,1100
Agent-5,claude,competitive,77,528
Agent-6,openai,neutral,77,578
Agent-7,claude,neutral,77,0
Agent-8,claude,strategic,77,1074
Agent-9,claude,strategic,77,2937
Agent-1,openai,neutral,78,1596
Agent-10,claude,competitive,78,532
Agent-11,openai,strategic,78,1197
Agent-12,openai,competitive,78,1967
Agent-13,openai,cooperative,78,369
Agent-14,openai,cooperative,78,370
Agent-15,claude,cooperative,78,228
Agent-16,openai,competitive,78,670
Agent-2,openai,strategic,78,2139
Agent-3,claude,neutral,78,665
Agent-4,claude,cooperative,78,1100
Agent-5,claude,competitive,78,528
Agent-6,openai,neutral,78,568
Agent-7,claude,neutral,78,0
Agent-8,claude,strategic,78,1109
Agent-9,claude,strategic,78,2962
Agent-1,openai,neutral,79,1646
Agent-10,claude,competitive,79,508
Agent-11,openai,strategic,79,1197
Agent-12,openai,competitive,79,1962
Agent-13,openai,cooperative,79,364
Agent-14,openai,cooperative,79,360
Agent-15,claude,cooperative,79,278
Agent-16,openai,competitive,79,680
Agent-2,openai,strategic,79,2134
Agent-3,claude,neutral,79,625
Agent-4,claude,cooperative,79,1100
Agent-5,claude,competitive,79,533
Agent-6,openai,neutral,79,567
Agent-7,claude,neutral,79,0
Agent-8,claude,strategic,79,1059
Agent-9,claude,strategic,79,2987
Agent-1,openai,neutral,80,1696
Agent-10,claude,competitive,80,503
Agent-11,openai,strategic,80,1192
Agent-12,openai,competitive,80,1967
Agent-13,openai,cooperative,80,364
Agent-14,openai,cooperative,80,360
Agent-15,claude,cooperative,80,278
Agent-16,openai,competitive,80,680
Agent-2,openai,strategic,80,2134
Agent-3,claude,neutral,80,580
Agent-4,claude,cooperative,80,1100
Agent-5,claude,competitive,80,528
Agent-6,openai,neutral,80,577
Agent-7,claude,neutral,80,0
Agent-8,claude,strategic,80,1044
Agent-9,claude,strategic,80,2997
Agent-1,openai,neutral,81,1696
Agent-10,claude,competitive,81,479
Agent-11,openai,strategic,81,1182
Agent-12,openai,competitive,81,1967
Agent-13,openai,cooperative,81,371
Agent-14,openai,cooperative,81,360
Agent-15,claude,cooperative,81,278
Agent-16,openai,competitive,81,690
Agent-2,openai,strategic,81,2129
Agent-3,claude,neutral,81,565
Agent-4,claude,cooperative,81,1100
Agent-5,claude,competitive,81,528
Agent-6,openai,neutral,81,576
Agent-7,claude,neutral,81,0
Agent-8,claude,strategic,81,1037
Agent-9,claude,strategic,81,3042
Agent-1,openai,neutral,82,1646
Agent-10,claude,competitive,82,469
Agent-11,openai,strategic,82,1182
Agent-12,openai,competitive,82,1997
Agent-13,openai,cooperative,82,361
Agent-14,openai,cooperative,82,360
Agent-15,claude,cooperative,82,278
Agent-16,openai,competitive,82,695
Agent-2,openai,strategic,82,2124
Agent-3,claude,neutral,82,540
Agent-4,claude,cooperative,82,1090
Agent-5,claude,competitive,82,498
Agent-6,openai,neutral,82,581
Agent-7,claude,neutral,82,0
Agent-8,claude,strategic,82,1092
Agent-9,claude,strategic,82,3087
Agent-1,openai,neutral,83,1646
Agent-10,claude,competitive,83,445
Agent-11,openai,strategic,83,1182
Agent-12,openai,competitive,83,1987
Agent-13,openai,cooperative,83,356
Agent-14,openai,cooperative,83,370
Agent-15,claude,cooperative,83,278
Agent-16,openai,competitive,83,685
Agent-2,openai,strategic,83,2124
Agent-3,claude,neutral,83,490
Agent-4,claude,cooperative,83,1130
Agent-5,claude,competitive,83,508
Agent-6,openai,neutral,83,640
Agent-7,claude,neutral,83,0
Agent-8,claude,strategic,83,1087
Agent-9,claude,strategic,83,3072
Agent-1,openai,neutral,84,1646
Agent-10,claude,competitive,84,425
Agent-11,openai,strategic,84,1182
Agent-12,openai,competitive,84,1967
Agent-13,openai,cooperative,84,356
Agent-14,openai,cooperative,84,380
Agent-15,claude,cooperative,84,311
Agent-16,openai,competitive,84,685
Agent-2,openai,strategic,84,2119
Agent-3,claude,neutral,84,445
Agent-4,claude,cooperative,84,1100
Agent-5,claude,competitive,84,528
Agent-6,openai,neutral,84,630
Agent-7,claude,neutral,84,0
Agent-8,claude,strategic,84,1094
Agent-9,claude,strategic,84,3132
Agent-1,openai,neutral,85,1661
Agent-10,claude,competitive,85,430
Agent-11,openai,strategic,85,1182
Agent-12,openai,competitive,85,1967
Agent-13,openai,cooperative,85,351
Agent-14,openai,cooperative,85,380
Agent-15,claude,cooperative,85,341
Agent-16,openai,competitive,85,685
Agent-2,openai,strategic,85,2119
Agent-3,claude,neutral,85,395
Agent-4,claude,cooperative,85,1070
Agent-5,claude,competitive,85,528
Agent-6,openai,neutral,85,620
Agent-7,claude,neutral,85,0
Agent-8,claude,strategic,85,1104
Agent-9,claude,strategic,85,3167
Agent-1,openai,neutral,86,1611
Agent-10,claude,competitive,86,450
Agent-11,openai,strategic,86,1232
Agent-12,openai,competitive,86,1997
Agent-13,openai,cooperative,86,351
Agent-14,openai,cooperative,86,378
Agent-15,claude,cooperative,86,381
Agent-16,openai,competitive,86,645
Agent-2,openai,strategic,86,2124
Agent-3,claude,neutral,86,390
Agent-4,claude,cooperative,86,1100
Agent-5,claude,competitive,86,498
Agent-6,openai,neutral,86,570
Agent-7,claude,neutral,86,0
Agent-8,claude,strategic,86,1106
Agent-9,claude,strategic,86,3167
Agent-1,openai,neutral,87,1638
Agent-10,claude,competitive,87,436
Agent-11,openai,strategic,87,1242
Agent-12,openai,competitive,87,2027
Agent-13,openai,cooperative,87,351
Agent-14,openai,cooperative,87,368
Agent-15,claude,cooperative,87,401
Agent-16,openai,competitive,87,645
Agent-2,openai,strategic,87,2154
Agent-3,claude,neutral,87,360
Agent-4,claude,cooperative,87,1025
Agent-5,claude,competitive,87,468
Agent-6,openai,neutral,87,569
Agent-7,claude,neutral,87,0
Agent-8,claude,strategic,87,1059
Agent-9,claude,strategic,87,3257
Agent-1,openai,neutral,88,1548
Agent-10,claude,competitive,88,417
Agent-11,openai,strategic,88,1242
Agent-12,openai,competitive,88,2027
Agent-13,openai,cooperative,88,341
Agent-14,openai,cooperative,88,368
Agent-15,claude,cooperative,88,496
Agent-16,openai,competitive,88,645
Agent-2,openai,strategic,88,2154
Agent-3,claude,neutral,88,340
Agent-4,claude,cooperative,88,1025
Agent-5,claude,competitive,88,468
Agent-6,openai,neutral,88,568
Agent-7,claude,neutral,88,0
Agent-8,claude,strategic,88,1054
Agent-9,claude,strategic,88,3307
Agent-1,openai,neutral,89,1548
Agent-10,claude,competitive,89,422
Agent-11,openai,strategic,89,1292
Agent-12,openai,competitive,89,2037
Agent-13,openai,cooperative,89,341
Agent-14,openai,cooperative,89,368
Agent-15,claude,cooperative,89,492
Agent-16,openai,competitive,89,645
Agent-2,openai,strategic,89,2144
Agent-3,claude,neutral,89,320
Agent-4,claude,cooperative,89,1050
Agent-5,claude,competitive,89,458
Agent-6,openai,neutral,89,558
Agent-7,claude,neutral,89,0
Agent-8,claude,strategic,89,1008
Agent-9,claude,strategic,89,3317
Agent-1,openai,neutral,90,1498
Agent-10,claude,competitive,90,427
Agent-11,openai,strategic,90,1292
Agent-12,openai,competitive,90,2008
Agent-13,openai,cooperative,90,331
Agent-14,openai,cooperative,90,366
Agent-15,claude,cooperative,90,517
Agent-16,openai,competitive,90,655
Agent-2,openai,strategic,90,2134
Agent-3,claude,neutral,90,330
Agent-4,claude,cooperative,90,1040
Agent-5,claude,competitive,90,487
Agent-6,openai,neutral,90,548
Agent-7,claude,neutral,90,0
Agent-8,claude,strategic,90,1025
Agent-9,claude,strategic,90,3342
Agent-1,openai,neutral,91,1508
Agent-10,claude,competitive,91,432
Agent-11,openai,strategic,91,1292
Agent-12,openai,competitive,91,2028
Agent-13,openai,cooperative,91,321
Agent-14,openai,cooperative,91,381
Agent-15,claude,cooperative,91,507
Agent-16,openai,competitive,91,655
Agent-2,openai,strategic,91,2134
Agent-3,claude,neutral,91,330
Agent-4,claude,cooperative,91,1070
Agent-5,claude,competitive,91,467
Agent-6,openai,neutral,91,538
Agent-7,claude,neutral,91,0
Agent-8,claude,strategic,91,1020
Agent-9,claude,strategic,91,3317
Agent-1,openai,neutral,92,1517
Agent-10,claude,competitive,92,392
Agent-11,openai,strategic,92,1312
Agent-12,openai,competitive,92,2028
Agent-13,openai,cooperative,92,316
Agent-14,openai,cooperative,92,376
Agent-15,claude,cooperative,92,501
Agent-16,openai,competitive,92,660
Agent-2,openai,strategic,92,2134
Agent-3,claude,neutral,92,325
Agent-4,claude,cooperative,92,1110
Agent-5,claude,competitive,92,467
Agent-6,openai,neutral,92,528
Agent-7,claude,neutral,92,0
Agent-8,claude,strategic,92,1007
Agent-9,claude,strategic,92,3327
Agent-1,openai,neutral,93,1512
Agent-10,claude,competitive,93,352
Agent-11,openai,strategic,93,1327
Agent-12,openai,competitive,93,2028
Agent-13,openai,cooperative,93,306
Agent-14,openai,cooperative,93,376
Agent-15,claude,cooperative,93,504
Agent-16,openai,competitive,93,660
Agent-2,openai,strategic,93,2084
Agent-3,claude,neutral,93,370
Agent-4,claude,cooperative,93,1150
Agent-5,claude,competitive,93,467
Agent-6,openai,neutral,93,518
Agent-7,claude,neutral,93,0
Agent-8,claude,strategic,93,1009
Agent-9,claude,strategic,93,3337
Agent-1,openai,neutral,94,1467
Agent-10,claude,competitive,94,348
Agent-11,openai,strategic,94,1327
Agent-12,openai,competitive,94,2028
Agent-13,openai,cooperative,94,306
Agent-14,openai,cooperative,94,371
Agent-15,claude,cooperative,94,546
Agent-16,openai,competitive,94,660
Agent-2,openai,strategic,94,1984
Agent-3,claude,neutral,94,465
Agent-4,claude,cooperative,94,1150
Agent-5,claude,competitive,94,467
Agent-6,openai,neutral,94,517
Agent-7,claude,neutral,94,0
Agent-8,claude,strategic,94,1023
Agent-9,claude,strategic,94,3341
Agent-1,openai,neutral,95,1372
Agent-10,claude,competitive,95,347
Agent-11,openai,strategic,95,1377
Agent-12,openai,competitive,95,2058
Agent-13,openai,cooperative,95,306
Agent-14,openai,cooperative,95,371
Agent-15,claude,cooperative,95,626
Agent-16,openai,competitive,95,610
Agent-2,openai,strategic,95,1984
Agent-3,claude,neutral,95,460
Agent-4,claude,cooperative,95,1150
Agent-5,claude,competitive,95,437
Agent-6,openai,neutral,95,512
Agent-7,claude,neutral,95,0
Agent-8,claude,strategic,95,1048
Agent-9,claude,strategic,95,3342
Agent-1,openai,neutral,96,1292
Agent-10,claude,competitive,96,337
Agent-11,openai,strategic,96,1377
Agent-12,openai,competitive,96,2068
Agent-13,openai,cooperative,96,306
Agent-14,openai,cooperative,96,371
Agent-15,claude,cooperative,96,601
Agent-16,openai,competitive,96,610
Agent-2,openai,strategic,96,1984
Agent-3,claude,neutral,96,450
Agent-4,claude,cooperative,96,1150
Agent-5,claude,competitive,96,427
Agent-6,openai,neutral,96,507
Agent-7,claude,neutral,96,0
Agent-8,claude,strategic,96,1168
Agent-9,claude,strategic,96,3352
Agent-1,openai,neutral,97,1252
Agent-10,claude,competitive,97,318
Agent-11,openai,strategic,97,1397
Agent-12,openai,competitive,97,2053
Agent-13,openai,cooperative,97,301
Agent-14,openai,cooperative,97,371
Agent-15,claude,cooperative,97,601
Agent-16,openai,competitive,97,590
Agent-2,openai,strategic,97,1984
Agent-3,claude,neutral,97,445
Agent-4,claude,cooperative,97,1150
Agent-5,claude,competitive,97,442
Agent-6,openai,neutral,97,556
Agent-7,claude,neutral,97,0
Agent-8,claude,strategic,97,1168
Agent-9,claude,strategic,97,3372
Agent-1,openai,neutral,98,1272
Agent-10,claude,competitive,98,317
Agent-11,openai,strategic,98,1377
Agent-12,openai,competitive,98,2063
